index,char,frequency
1772,戌,357
1773,⑨,357
1774,汲,357
1775,固,356
1776,策,355
1777,凹,355
1778,徹,355
1779,怖,354
1780,紋,354
1781,鸛,354
1782,造,353
1783,泣,353
1784,拒,352
1785,魂,351
1786,科,350
1787,報,349
1788,汗,349
1789,効,348
1790,旧,348
1791,孚,347
1792,朴,347
1793,桐,346
1794,巴,346
1795,犾,345
1796,仲,345
1797,種,345
1798,量,344
1799,統,343
1800,求,342
1801,髟,342
1802,賀,341
1803,視,341
1804,客,340
1805,爺,340
1806,匆,340
1807,縦,339
1808,枩,338
1809,讐,337
1810,史,337
1811,急,337
1812,迯,335
1813,童,335
1814,駆,334
1815,探,334
1816,偽,334
1817,居,333
1818,彬,333
1819,网,332
1820,尸,332
1821,隠,330
1822,軽,330
1823,験,330
1824,掛,330
1825,休,330
1826,仰,329
1827,и,329
1828,贒,328
1829,務,328
1830,牋,328
1831,荒,328
1832,毒,327
1833,忻,326
1834,類,326
1835,計,325
1836,刑,325
1837,選,324
1838,約,324
1839,段,323
1840,恵,323
1841,械,323
1842,声,322
1843,Ι,321
1844,霧,321
1845,涙,319
1846,妊,319
1847,冷,319
1848,皇,319
1849,罪,318
1850,糾,317
1851,朽,317
1852,廃,316
1853,緑,316
1854,題,315
1855,吸,315
1856,茂,314
1857,余,313
1858,争,313
1859,徴,313
1860,狩,313
1861,程,313
1862,攣,312
1863,珍,312
1864,洗,311
1865,渡,311
1866,申,310
1867,痛,310
1868,犹,309
1869,注,309
1870,纏,309
1871,編,308
1872,興,308
1873,霤,307
1874,迷,307
1875,確,307
1876,姦,307
1877,茅,307
1878,丗,307
1879,芽,306
1880,朱,306
1881,暴,305
1882,頼,305
1883,製,305
1884,熱,303
1885,察,303
1886,焔,303
1887,列,302
1888,藜,302
1889,離,301
1890,勘,301
1891,復,301
1892,那,301
1893,越,300
1894,敗,300
1895,爰,299
1896,沂,299
1897,疋,299
1898,笹,299
1899,脱,298
1900,依,298
1901,杏,297
1902,刪,297
1903,息,297
1904,糞,296
1905,写,294
1906,薬,294
1907,純,294
1908,斬,294
1909,蝶,294
1910,闔,294
1911,絎,294
1912,丘,293
1913,勢,293
1914,傷,293
1915,得,292
1916,讎,292
1917,孫,291
1918,操,291
1919,雀,291
1920,胡,291
1921,辛,291
1922,智,290
1923,寿,290
1924,郷,289
1925,ⅸ,289
1926,導,288
1927,娠,288
1928,漫,288
1929,葬,288
1930,臓,288
1931,鋼,288
1932,飯,288
1933,末,287
1934,降,286
1935,塞,286
1936,貝,285
1937,殿,285
1938,ヰ,285
1939,с,285
1940,活,284
1941,爽,284
1942,再,284
1943,珪,284
1944,琴,284
1945,裏,283
1946,奥,283
1947,塊,283
1948,収,282
1949,普,282
1950,経,282
1951,獺,282
1952,阪,280
1953,宏,280
1954,晴,280
1955,蓮,280
1956,狐,279
1957,匹,279
1958,哀,279
1959,陣,279
1960,瑞,278
1961,綾,278
1962,構,278
1963,祕,278
1964,奇,276
1965,秀,276
1966,健,276
1967,翔,276
1968,牝,276
1969,冽,275
1970,帯,274
1971,臼,274
1972,彦,273
1973,麟,273
1974,従,272
1975,釟,271
1976,諸,271
1977,否,271
1978,故,267
1979,菊,267
1980,岳,267
1981,建,266
1982,驚,266
1983,細,265
1984,葱,265
1985,湫,265
1986,戮,265
1987,т,264
1988,周,263
1989,徠,263
1990,称,262
1991,恥,262
1992,Μ,262
1993,閉,262
1994,葵,261
1995,侵,260
1996,政,260
1997,観,259
1998,祭,259
1999,脳,259
2000,跡,258
2001,穂,258
2002,襲,258
2003,ж,258
2004,婆,258
2005,告,257
2006,険,257
2007,件,257
2008,筋,256
2009,坊,256
2010,鷆,256
2011,矜,256
2012,囓,256
2013,局,255
2014,浅,255
2015,㎡,255
2016,蘂,255
2017,創,254
2018,塚,254
2019,弭,254
2020,例,254
2021,弟,254
2022,低,254
2023,宗,253
2024,雛,253
2025,刺,253
2026,梅,253
2027,悲,253
2028,叺,251
2029,杯,251
2030,戉,251
2031,割,250
2032,旗,250
2033,側,250
2034,鶴,249
2035,除,249
2036,頴,249
2037,杢,249
2038,柳,248
2039,妁,248
2040,謝,247
2041,玲,247
2042,斜,247
2043,答,246
2044,殊,246
2045,頂,246
2047,莉,246
2048,認,245
2049,質,245
2050,充,245
2051,紙,244
2052,剛,244
2053,研,243
2054,描,243
2055,儚,243
2056,㍼,243
2057,嘘,242
2058,悟,242
2059,塔,242
2060,仂,242
2061,髏,242
2062,㍻,242
2063,露,242
2064,泳,241
2065,階,241
2066,煌,241
2067,判,240
2068,章,240
2069,坐,240
2070,危,239
2071,盛,239
2072,旅,239
2073,髭,239
2074,矣,238
2076,冒,237
2077,衙,237
2078,桂,236
2079,職,236
2080,府,236
2081,汞,235
2082,池,234
2083,璽,234
2084,振,233
2085,埓,233
2086,儘,233
2087,苙,233
2088,骸,232
2089,擬,232
2090,而,232
2091,熊,232
2092,泓,232
2093,浴,231
2094,嚠,231
2095,権,231
2096,究,231
2097,諒,231
2098,尺,230
2099,須,230
2100,鼎,230
2101,尻,229
2102,監,228
2103,Э,228
2104,旬,227
2105,刹,227
2106,黑,227
2107,因,227
2108,準,225
2109,弘,225
2110,練,225
2111,提,224
2112,難,224
2113,救,224
2114,雑,224
2115,試,224
2116,響,224
2117,泝,223
2118,吾,223
2119,増,223
2120,淫,223
2121,象,222
2122,鳰,222
2123,激,222
2124,樂,222
2125,繰,222
2126,妻,222
2127,浜,222
2128,帽,221
2129,册,221
2130,歯,221
2131,督,221
2132,領,220
2133,弃,220
2134,秡,220
2135,黼,220
2136,郭,220
2137,捕,220
2138,蒜,219
2139,退,219
2140,犯,219
2141,燈,219
2142,棒,219
2143,鱗,219
2144,澁,218
2145,労,218
2146,柵,218
2147,梨,218
2148,朿,218
2149,嵐,218
2150,賽,218
2151,域,217
2152,占,217
2153,設,217
2154,覇,217
2155,散,216
2156,添,215
2157,л,215
2158,岱,214
2159,挂,214
2160,杖,214
2161,徳,214
2162,拜,213
2163,袋,212
2164,喰,212
2165,密,212
2166,寄,211
2167,魅,211
2168,航,210
2169,鳴,210
2170,遺,210
2171,髑,210
2172,演,209
2173,便,209
2174,独,209
2175,豊,209
2176,減,209
2177,А,209
2178,黙,209
2179,懸,209
2180,咒,209
2181,徽,209
2182,崖,208
2183,柊,207
2184,如,207
2185,荷,207
2186,逢,207
2187,栄,207
2188,遅,207
2189,綺,207
2190,埼,207
2191,滓,207
2192,宿,206
2193,鑼,206
2194,庭,206
2195,攷,206
2196,斎,206
2197,働,205
2198,温,205
2199,虚,205
2200,液,205
2201,昴,205
2202,児,205
2203,彌,205
2204,悠,204
2205,談,204
2206,笈,204
2207,鴒,204
2208,殳,204
2209,梦,203
2210,迎,203
2211,劇,202
2212,頃,202
2213,Щ,202
2214,快,202
2215,岸,202
2216,爾,202
2217,鰹,202
2218,翠,201
2219,祖,201
2220,櫑,201
2221,Ш,200
2222,孔,200
2223,専,200
2224,粥,200
2225,祿,200
2226,均,199
2227,殴,199
2228,堊,199
2229,査,199
2230,荐,199
2231,狼,199
2232,承,198
2233,劜,198
2234,曜,198
2235,鶻,198
2236,竊,198
2237,益,197
2238,援,197
2239,浦,196
2240,恭,196
2241,昨,196
2242,紮,196
2243,髮,196
2244,爍,196
2245,境,195
2246,糶,195
2247,狗,194
2248,嬢,194
2249,裂,194
2250,替,194
2251,鷹,193
2252,ゐ,193
2253,弥,193
2254,妨,193
2255,盾,193
2256,芦,192
2257,俎,192
2258,省,192
2259,羇,192
2260,医,191
2261,貞,191
2262,源,191
2263,害,191
2264,艢,191
2265,耀,191
2266,妝,190
2267,藍,190
2268,爬,190
2269,宅,190
2270,睡,190
2271,畏,190
2272,們,190
2273,巓,189
2274,腐,189
2275,拘,189
2276,規,189
2277,翊,188
2278,奏,187
2279,康,187
2280,模,187
2281,駅,187
2282,捨,187
2283,潮,186
2284,鳳,186
2285,威,186
2286,槍,185
2287,抔,185
2288,婚,185
2289,蛇,185
2290,丹,185
2291,苺,185
2292,忠,184
2293,戓,184
2294,逐,184
2295,富,183
2296,尽,183
2297,納,183
2298,讃,183
2299,症,183
2300,換,182
2301,峰,182
2302,授,182
2303,管,181
2304,竝,181
2305,綫,181
2306,留,181
2307,戻,181
2308,録,180
2309,丙,180
2310,茎,180
2311,匠,180
2312,來,180
2313,衞,180
2314,蓬,180
2315,弄,179
2316,価,179
2317,購,179
2318,衝,178
2319,沈,178
2320,覧,178
2321,群,178
2322,嚇,178
2323,材,178
2324,騒,178
2325,鳩,177
2326,夛,177
2327,翁,176
2328,苗,176
2329,體,176
2330,詰,176
2331,週,175
2332,誠,175
2333,値,175
2334,標,175
2335,玖,175
2336,囘,175
2337,莠,175
2338,召,174
2339,丼,174
2340,押,174
2341,呆,174
2342,迥,173
2343,泡,173
2344,検,173
2345,穢,173
2346,端,172
2347,各,172
2348,蟲,172
2349,鎧,172
2350,扛,172
2351,靴,172
2352,玳,172
2353,芫,172
2354,沚,171
2355,底,171
2356,橘,171
2357,頑,171
2358,透,171
2359,萌,171
2360,雅,171
2361,商,170
2362,寒,170
2363,瞬,170
2364,鍾,170
2365,証,170
2366,蛾,170
2367,貧,170
2368,毳,170
2369,逝,170
2370,被,170
2371,舎,170
2372,ぢ,169
2373,属,169
2374,習,169
2375,亟,169
2376,莖,169
2377,叶,168
2378,韃,168
2379,罨,168
2380,兎,168
2381,秒,168
2382,移,167
2383,鑑,167
2384,幕,167
2385,嵒,167
2386,冥,167
2387,薹,167
2388,厨,166
2389,詞,166
2390,摩,166
2391,盃,166
2392,蕘,166
2393,暑,166
2394,㍾,166
2395,際,165
2396,敷,165
2397,柔,165
2398,獅,165
2399,謎,165
2400,賊,165
2401,卵,165
2402,吊,165
2403,垰,164
2404,呈,164
2405,祁,164
2406,躔,164
2407,豪,164
2408,渠,164
2409,漾,164
2410,ц,163
2411,昔,163
2412,愚,163
2413,蘭,163
2414,忌,163
2415,爵,163
2416,燿,163
2417,薄,162
2418,短,162
2419,震,162
2420,蕈,162
2421,ф,161
2422,鮭,161
2423,油,161
2424,濺,161
2425,鷲,160
2426,瞳,160
2427,忽,160
2428,牧,160
2429,桑,160
2430,競,159
2431,祝,159
2432,賢,159
2433,焚,159
2434,龕,159
2435,芙,159
2436,詣,159
2437,е,159
2438,鍋,158
2439,蜜,158
2440,弉,158
2441,堀,157
2442,⑤,157
2443,癸,157
2444,伍,157
2445,莢,157
2446,訳,156
2447,展,156
2448,簡,156
2449,植,156
2450,曇,156
2451,Ю,155
2452,致,155
2453,湯,155
2454,継,155
2455,釣,155
2456,氿,154
2457,善,154
2458,給,154
2459,麥,154
2460,稲,154
2461,钁,154
2462,湖,154
2463,抂,154
2464,唯,154
2465,零,154
2466,枝,154
2467,篳,154
2468,脚,153
2469,屯,153
2470,蔀,153
2471,后,153
2472,懶,153
2473,㎝,153
2474,豚,153
2475,芬,152
2476,札,152
2477,浪,152
2478,弦,152
2479,偵,152
2480,蓿,152
2481,裁,152
2482,黔,152
2483,聰,152
2484,容,152
2485,乎,151
2486,疑,151
2487,吠,151
2488,戴,150
2489,崩,150
2490,圖,150
2491,孕,150
2492,祚,150
2493,閼,150
2494,房,149
2495,辰,149
2496,是,149
2497,鎖,149
2498,釜,149
2499,途,149
2500,欣,149
2501,緋,149
2502,戍,148
2503,儀,148
2504,肩,148
2505,涯,148
2506,柱,148
2507,茜,148
2508,毎,148
2509,序,148
2510,顫,148
2511,霽,148
2512,踏,148
2513,㍽,148
2514,愆,147
2515,盟,147
2516,般,147
2517,委,147
2518,厳,147
2519,麦,147
2520,靂,147
2521,尉,146
2522,挑,146
2523,卒,146
2524,煙,146
2525,羈,146
2526,鼻,146
2527,炭,145
2528,閣,145
2529,核,145
2530,縮,145
2531,瓣,145
2532,萩,145
2533,㎏,145
2534,環,144
2535,疲,144
2536,珠,144
2537,奪,144
2538,樊,144
2539,囮,144
2540,浹,144
2541,案,143
2542,菓,143
2543,Й,143
2544,皮,143
2545,審,143
2546,堕,143
2547,祈,143
2548,讀,143
2549,縛,143
2550,闢,143
2551,掴,143
2552,ё,143
2553,就,142
2554,課,142
2555,載,142
2556,迴,142
2557,畄,142
2558,暁,141
2559,已,141
2560,瀟,141
2561,漆,141
2562,薨,141
2563,億,141
2564,届,141
2565,徐,141
2566,垣,141
2567,既,140
2568,婦,140
2569,沖,140
2570,炫,140
2571,詩,139
2572,屈,139
2573,鬆,139
2574,埜,139
2575,孤,139
2576,弸,139
2577,港,139
2578,済,138
2579,誘,138
2580,汎,138
2581,唇,138
2582,籖,138
2583,虍,137
2584,楓,137
2585,冠,137
2586,論,137
2587,喚,137
2588,奉,137
2589,猿,136
2590,斉,135
2591,燮,135
2592,厓,135
2593,塩,135
2594,混,135
2595,賞,135
2596,典,134
2597,銭,134
2598,螺,134
2599,索,134
2600,席,134
2601,佇,134
2602,Е,133
2603,往,133
2604,歴,133
2605,酔,133
2606,漢,133
2607,尚,133
2608,節,133
2609,握,133
2610,蟾,133
2611,Ф,133
2612,垈,133
2613,髞,133
2614,順,132
2615,郡,132
2616,訓,132
2617,執,132
2618,罰,132
2619,協,132
2620,柴,131
2621,扎,131
2622,資,131
2623,兼,131
2624,狡,131
2625,穹,131
2626,昇,130
2627,垂,130
2628,函,130
2629,參,130
2630,燵,130
2631,梁,129
2632,唱,129
2633,扉,129
2634,蟹,129
2635,驛,129
2636,邦,129
2637,迫,129
2638,鐘,128
2639,庫,128
2640,謄,128
2641,豹,128
2642,悔,128
2643,枚,127
2644,貼,127
2645,接,127
2646,営,127
2647,踊,127
2648,律,127
2649,刕,127
2650,汝,126
2651,責,126
2652,檎,126
2653,曙,126
2654,⑩,126
2655,赴,125
2656,兜,125
2657,楼,125
2658,盆,124
2659,鑚,124
2660,嫁,124
2661,澤,124
2662,②,124
2663,施,124
2664,螫,124
2665,農,124
2666,鬚,123
2667,躙,123
2668,喀,123
2669,篠,123
2670,麓,123
2671,滝,123
2672,排,122
2673,亭,122
2674,随,122
2675,栗,122
2676,桁,122
2677,柚,122
2678,架,122
2679,窟,122
2680,扁,122
2681,璧,122
2682,渥,121
2683,黷,121
2684,衆,121
2685,倍,121
2686,栖,120
2687,伸,120
2688,垳,120
2689,裕,120
2690,薫,120
2691,飾,120
2692,璃,119
2693,焦,119
2694,瑠,119
2695,舌,119
2696,妬,119
2697,肌,119
2698,觸,119
2699,拾,118
2700,券,118
2701,龜,118
2702,柄,118
2703,筵,118
2704,逑,118
2705,貫,118
2706,猛,118
2707,晳,118
2708,稿,117
2709,繋,117
2710,季,117
2711,繊,117
2712,酸,117
2713,浄,117
2714,扱,117
2715,伯,117
2716,抗,117
2717,盤,117
2718,轢,117
2719,墓,117
2720,避,116
2721,隆,116
2722,補,116
2723,鷭,116
2724,慈,116
2725,彗,116
2726,濫,116
2727,壺,116
2728,隹,116
2729,圀,116
2730,閃,115
2731,滋,115
2732,股,115
2733,凝,115
2734,耶,115
2735,澄,115
2736,掌,114
2737,疇,114
2738,揚,114
2740,仼,114
2741,昼,114
2742,瓧,114
2743,捧,114
2744,看,114
2745,揮,114
2746,閤,114
2747,諦,114
2748,廂,114
2749,隕,114
2750,夋,114
2751,韶,114
2752,匡,113
2753,缶,113
2754,嶋,113
2755,捌,113
2756,塵,113
2757,濯,113
2758,洞,113
2759,菴,113
2760,龠,113
2761,則,112
2762,掘,112
2763,誕,112
2764,搾,112
2765,讒,112
2766,閂,112
2767,爼,112
2768,暮,111
2769,卆,111
2770,緊,111
2771,烏,111
2772,洛,111
2773,騙,111
2774,泪,111
2775,吐,110
2776,祐,110
2777,氾,110
2778,饒,110
2779,沼,109
2780,庄,109
2781,票,109
2782,鷺,109
2783,筒,109
2784,拝,109
2785,疾,109
2786,汰,109
2787,贖,109
2788,宸,109
2789,漏,109
2790,挿,108
2791,飼,108
2792,磯,108
2793,糠,108
2794,辱,108
2795,鴨,108
2796,嚆,108
2797,針,108
2798,弊,108
2799,臨,107
2800,磨,107
2801,荘,107
2802,俘,107
2803,契,107
2804,葛,107
2805,麺,107
2806,曹,106
2807,妄,106
2808,齢,106
2809,霞,106
2810,副,106
2811,慶,106
2812,彎,106
2813,緻,106
2814,適,105
2815,狙,105
2816,③,105
2817,融,105
2818,襖,105
2819,髓,105
2820,逖,105
2821,妛,105
2822,曽,105
2823,倚,105
2824,蕾,105
2825,梺,105
2826,盂,105
2827,棘,105
2828,厚,104
2829,噛,104
2830,崇,104
2831,層,104
2832,尊,104
2833,縁,104
2834,舐,104
2835,漉,104
2836,劫,104
2837,臭,104
2838,誇,103
2839,畸,103
2840,獲,103
2841,蒸,103
2842,績,103
2843,燐,103
2844,叢,103
2845,拭,103
2846,養,102
2847,犠,102
2848,陀,102
2849,粱,102
2850,儼,102
2851,窓,101
2852,砕,101
2853,泚,101
2854,а,101
2855,埋,101
2856,哭,101
2857,鍵,101
2858,机,101
2859,咋,101
2860,征,101
2861,沐,101
2862,卮,101
2863,弗,101
2864,掃,100
2865,俊,100
2866,況,100
2867,厖,100
2868,驩,100
